Date,FY0,FY+1,FY+2,FY+3,FY+4,FY0,FY+1,FY+2,FY+3,FY+4,IQ_PAYOUT_RATIO
39474,0.51965,0.59622,NA,NA,NA,12.72133,12.53933,NA,NA,NA,36.624
39475,0.51965,0.59491,NA,NA,NA,12.72133,12.50667,NA,NA,NA,36.624
39476,0.51965,0.59491,NA,NA,NA,12.72133,12.4,NA,NA,NA,36.624
39477,0.51965,0.59491,NA,NA,NA,12.72133,12.4,NA,NA,NA,36.624
39478,0.51965,0.59491,NA,NA,NA,12.72133,12.4,NA,NA,NA,36.624
39479,0.51965,0.59491,NA,NA,NA,12.72133,12.4,NA,NA,NA,36.624
39480,0.51965,0.59491,NA,NA,NA,12.72133,12.4,NA,NA,NA,36.624
39481,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39482,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39483,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39484,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39485,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39486,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39487,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39488,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39489,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39490,0.51965,0.59491,NA,NA,NA,12.72133,12.25,NA,NA,NA,36.624
39491,0.51965,0.59491,NA,NA,NA,12.72133,12.24375,NA,NA,NA,36.624
39492,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39493,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39494,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39495,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39496,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39497,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39498,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39499,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39500,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39501,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39502,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39503,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39504,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39505,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39506,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39507,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39508,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39509,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39510,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39511,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39512,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39513,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39514,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39515,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39516,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39517,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,36.624
39518,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39519,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39520,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39521,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39522,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39523,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39524,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39525,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39526,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39527,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39528,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39529,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39530,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39531,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39532,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39533,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39534,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39535,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39536,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39537,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39538,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39539,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39540,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39541,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39542,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39543,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39544,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39545,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39546,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39547,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39548,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39549,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39550,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39551,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39552,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39553,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39554,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39555,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39556,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39557,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39558,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39559,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39560,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39561,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39562,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39563,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39564,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39565,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39566,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39567,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39568,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39569,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39570,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39571,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39572,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39573,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39574,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39575,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39576,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39577,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39578,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39579,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39580,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39581,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39582,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39583,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39584,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39585,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39586,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39587,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39588,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39589,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39590,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39591,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39592,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39593,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39594,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39595,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39596,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39597,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39598,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39599,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39600,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39601,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39602,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39603,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39604,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39605,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39606,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39607,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39608,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39609,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39610,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39611,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39612,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39613,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39614,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39615,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39616,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39617,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39618,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39619,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39620,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39621,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39622,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39623,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39624,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39625,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39626,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39627,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39628,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39629,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39630,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39631,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39632,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39633,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39634,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39635,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39636,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39637,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39638,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39639,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39640,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39641,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39642,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39643,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39644,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39645,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39646,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39647,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39648,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39649,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39650,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39651,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39652,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39653,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39654,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39655,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39656,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39657,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39658,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39659,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39660,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39661,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39662,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39663,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39664,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39665,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39666,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39667,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39668,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39669,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39670,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39671,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39672,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39673,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39674,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39675,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39676,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39677,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39678,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39679,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39680,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39681,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39682,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39683,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39684,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39685,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39686,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39687,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39688,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39689,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39690,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39691,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39692,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39693,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39694,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39695,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39696,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39697,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39698,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39699,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39700,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39701,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39702,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39703,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39704,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39705,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39706,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39707,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39708,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39709,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39710,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39711,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39712,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39713,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39714,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39715,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39716,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39717,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39718,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39719,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39720,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39721,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39722,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39723,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39724,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39725,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39726,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39727,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39728,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39729,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39730,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39731,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39732,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39733,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39734,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39735,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39736,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39737,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39738,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39739,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39740,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39741,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39742,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39743,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39744,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39745,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39746,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39747,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39748,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39749,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39750,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39751,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39752,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39753,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39754,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39755,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39756,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39757,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39758,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39759,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39760,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39761,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39762,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39763,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39764,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39765,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39766,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39767,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39768,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39769,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39770,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39771,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39772,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39773,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39774,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39775,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39776,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39777,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39778,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39779,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39780,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39781,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39782,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39783,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39784,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39785,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39786,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39787,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39788,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39789,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39790,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39791,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39792,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39793,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39794,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39795,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39796,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39797,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39798,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39799,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39800,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39801,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39802,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39803,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39804,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39805,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39806,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39807,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39808,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39809,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39810,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
39811,0.59491,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,47.015
