Date,FY0,FY+1,FY+2,FY+3,FY+4,FY0,FY+1,FY+2,FY+3,FY+4,IQ_PAYOUT_RATIO
36526,0.12453,0.1418,0.16875,0.23882,NA,NA,NA,NA,NA,NA,101.902
36527,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36528,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36529,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36530,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36531,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36532,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36533,0.12453,0.14201,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36534,0.12453,0.1461,0.17048,0.24696,NA,NA,NA,NA,NA,NA,101.902
36535,0.12345,0.14597,0.17151,0.24696,NA,NA,NA,NA,NA,NA,101.902
36536,0.12345,0.14597,0.17151,0.24696,NA,NA,NA,NA,NA,NA,101.902
36537,0.12345,0.14597,0.17151,0.24696,NA,NA,NA,NA,NA,NA,101.902
36538,0.12345,0.14597,0.17151,0.24696,NA,NA,NA,NA,NA,NA,101.902
36539,0.12345,0.14597,0.17151,0.24696,NA,NA,NA,NA,NA,NA,101.902
36540,0.12345,0.14597,0.17151,0.24696,NA,NA,NA,NA,NA,NA,101.902
36541,0.12345,0.14099,0.16514,0.224,NA,NA,NA,NA,NA,NA,101.902
36542,0.12345,0.14099,0.16514,0.224,NA,NA,NA,NA,NA,NA,101.902
36543,0.12345,0.14099,0.16514,0.224,NA,NA,NA,NA,NA,NA,101.902
36544,0.12345,0.14099,0.16514,0.224,NA,NA,NA,NA,NA,NA,101.902
36545,0.12273,0.14129,0.16661,0.224,NA,NA,NA,NA,NA,NA,101.902
36546,0.12273,0.14129,0.16661,0.224,NA,NA,NA,NA,NA,NA,101.902
36547,0.12273,0.14129,0.16661,0.224,NA,NA,NA,NA,NA,NA,101.902
36548,0.12273,0.14678,0.16661,0.224,NA,NA,NA,NA,NA,NA,101.902
36549,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36550,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36551,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36552,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36553,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36554,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36555,0.12273,0.14585,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36556,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36557,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36558,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36559,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36560,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36561,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36562,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36563,0.12273,0.14516,0.17043,0.22892,NA,NA,NA,NA,NA,NA,101.902
36564,0.12273,0.14542,0.1707,0.22892,NA,NA,NA,NA,NA,NA,101.902
36565,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36566,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36567,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36568,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36569,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36570,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36571,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36572,0.12273,0.14622,0.16976,0.22892,NA,NA,NA,NA,NA,NA,101.902
36573,0.12273,0.15079,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36574,0.12273,0.15079,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36575,0.12273,0.15079,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36576,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36577,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36578,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36579,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36580,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36581,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36582,0.12273,0.15066,0.17453,0.23623,NA,NA,NA,NA,NA,NA,101.902
36583,0.12273,0.15034,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36584,0.12273,0.15034,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36585,0.12273,0.15034,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36586,0.12273,0.15034,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36587,0.12273,0.15034,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36588,0.12273,0.15074,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36589,0.12273,0.15074,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36590,0.12273,0.15074,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36591,0.12273,0.15074,0.16737,0.22587,NA,NA,NA,NA,NA,NA,101.902
36592,0.12273,0.15074,0.17146,0.2342,NA,NA,NA,NA,NA,NA,101.902
36593,0.12273,0.15074,0.17146,0.2342,NA,NA,NA,NA,NA,NA,101.902
36594,0.12273,0.15074,0.17146,0.2342,NA,NA,NA,NA,NA,NA,101.902
36595,0.12273,0.15074,0.17146,0.2342,NA,NA,NA,NA,NA,NA,101.902
36596,0.12273,0.15074,0.17146,0.2342,NA,NA,NA,NA,NA,NA,101.902
36597,0.12273,0.15074,0.17411,0.23425,NA,NA,NA,NA,NA,NA,101.902
36598,0.12273,0.15074,0.17411,0.23425,NA,NA,NA,NA,NA,NA,101.902
36599,0.12273,0.15074,0.17411,0.23425,NA,NA,NA,NA,NA,NA,101.902
36600,0.15074,0.17411,0.23425,NA,NA,NA,NA,NA,NA,NA,101.902
36601,0.15074,0.17803,0.24071,0.70526,NA,NA,NA,NA,NA,NA,101.902
36602,0.15074,0.17803,0.24071,0.70526,NA,NA,NA,NA,NA,NA,101.902
36603,0.15074,0.17803,0.24071,0.70526,NA,NA,NA,NA,NA,NA,101.902
36604,0.15074,0.18031,0.24393,0.45058,NA,NA,NA,NA,NA,NA,101.902
36605,0.15074,0.1764,0.23082,0.45058,NA,NA,NA,NA,NA,NA,101.902
36606,0.15074,0.1764,0.23082,0.45058,NA,NA,NA,NA,NA,NA,101.902
36607,0.15074,0.1764,0.23082,0.45058,NA,NA,NA,NA,NA,NA,101.902
36608,0.15074,0.18031,0.23269,0.45058,NA,NA,NA,NA,NA,NA,101.902
36609,0.15074,0.18031,0.23269,0.45058,NA,NA,NA,NA,NA,NA,101.902
36610,0.15074,0.18031,0.23269,0.45058,NA,NA,NA,NA,NA,NA,101.902
36611,0.15074,0.18094,0.23085,0.42054,NA,NA,NA,NA,NA,NA,101.902
36612,0.15074,0.18345,0.23477,0.38201,NA,NA,NA,NA,NA,NA,101.902
36613,0.15074,0.18658,0.23986,0.38201,NA,NA,NA,NA,NA,NA,101.902
36614,0.15074,0.18658,0.23986,0.38201,NA,NA,NA,NA,NA,NA,101.902
36615,0.15074,0.18877,0.2426,0.34793,NA,NA,NA,NA,NA,NA,101.902
36616,0.15074,0.18877,0.2426,0.34793,NA,NA,NA,NA,NA,NA,101.902
36617,0.15074,0.18877,0.2426,0.34793,NA,NA,NA,NA,NA,NA,101.902
36618,0.15074,0.19076,0.2426,0.34793,NA,NA,NA,NA,NA,NA,101.902
36619,0.15074,0.19076,0.2426,0.34793,NA,NA,NA,NA,NA,NA,101.902
36620,0.15074,0.1937,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36621,0.15074,0.1937,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36622,0.15074,0.1937,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36623,0.15074,0.1937,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36624,0.15074,0.1937,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36625,0.15074,0.20023,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36626,0.15074,0.20023,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36627,0.15074,0.20023,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36628,0.15074,0.20023,0.24038,0.34793,NA,NA,NA,NA,NA,NA,101.902
36629,0.15148,0.20353,0.24395,0.34793,NA,NA,NA,NA,NA,NA,101.902
36630,0.15148,0.20353,0.24395,0.34793,NA,NA,NA,NA,NA,NA,101.902
36631,0.15148,0.20353,0.24395,0.34793,NA,NA,NA,NA,NA,NA,101.902
36632,0.15148,0.20353,0.24395,0.34793,NA,NA,NA,NA,NA,NA,101.902
36633,0.15148,0.20353,0.24395,0.34793,NA,NA,NA,NA,NA,NA,101.902
36634,0.15148,0.20353,0.24395,0.34793,NA,NA,NA,NA,NA,NA,101.902
36635,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,101.902
36636,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36637,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36638,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36639,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36640,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36641,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36642,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36643,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36644,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36645,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36646,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36647,0.15148,0.2021,0.24235,0.34793,NA,NA,NA,NA,NA,NA,15.053
36648,0.15148,0.2021,0.24235,0.39442,NA,NA,NA,NA,NA,NA,15.053
36649,0.15148,0.2021,0.24235,0.39442,NA,NA,NA,NA,NA,NA,15.053
36650,0.15148,0.2021,0.24235,0.39442,NA,NA,NA,NA,NA,NA,15.053
36651,0.15148,0.18933,0.24235,0.39442,NA,NA,NA,NA,NA,NA,15.053
36652,0.15148,0.18933,0.24235,0.39442,NA,NA,NA,NA,NA,NA,15.053
36653,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36654,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36655,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36656,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36657,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36658,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36659,0.15148,0.19175,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36660,0.15148,0.19607,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36661,0.15148,0.19607,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36662,0.15148,0.19607,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36663,0.14713,0.19607,0.24798,0.39442,NA,NA,NA,NA,NA,NA,15.053
36664,0.14713,0.18534,0.23666,0.34255,NA,NA,NA,NA,NA,NA,15.053
36665,0.14713,0.18534,0.23666,0.34255,NA,NA,NA,NA,NA,NA,15.053
36666,0.14713,0.18534,0.23666,0.34255,NA,NA,NA,NA,NA,NA,15.053
36667,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36668,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36669,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36670,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36671,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36672,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36673,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36674,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36675,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36676,0.14713,0.20596,0.25843,0.34255,NA,NA,NA,NA,NA,NA,15.053
36677,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36678,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36679,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36680,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36681,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36682,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36683,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36684,0.14713,0.20596,0.25472,0.34255,NA,NA,NA,NA,NA,NA,15.053
36685,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36686,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36687,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36688,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36689,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36690,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36691,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36692,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36693,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36694,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36695,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36696,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36697,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36698,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36699,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36700,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36701,0.14713,0.20803,0.25514,0.34255,NA,NA,NA,NA,NA,NA,15.053
36702,0.14713,0.227,0.26998,0.38285,NA,NA,NA,NA,NA,NA,15.053
36703,0.14713,0.23195,0.27059,0.38285,NA,NA,NA,NA,NA,NA,15.053
36704,0.14713,0.23195,0.27059,0.38285,NA,NA,NA,NA,NA,NA,15.053
36705,0.14713,0.23195,0.27059,0.38285,NA,NA,NA,NA,NA,NA,15.053
36706,0.14713,0.23195,0.27059,0.38397,NA,NA,NA,NA,NA,NA,15.053
36707,0.14713,0.23195,0.27059,0.38397,NA,NA,NA,NA,NA,NA,15.053
36708,0.14713,0.23195,0.27059,0.38397,NA,NA,NA,NA,NA,NA,15.053
36709,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36710,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36711,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36712,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36713,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36714,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36715,0.14713,0.22975,0.26741,0.38397,NA,NA,NA,NA,NA,NA,15.053
36716,0.14713,0.23681,0.27972,0.38397,NA,NA,NA,NA,NA,NA,15.053
36717,0.14713,0.23681,0.27972,0.38397,NA,NA,NA,NA,NA,NA,15.053
36718,0.14713,0.23681,0.27972,0.38397,NA,NA,NA,NA,NA,NA,15.053
36719,0.14713,0.23681,0.27972,0.38397,NA,NA,NA,NA,NA,NA,15.053
36720,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36721,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36722,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36723,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36724,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36725,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36726,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36727,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36728,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36729,0.14713,0.23758,0.28384,0.38397,NA,NA,NA,NA,NA,NA,15.053
36730,0.14713,0.24268,0.28944,0.40226,NA,NA,NA,NA,NA,NA,15.053
36731,0.14713,0.24268,0.28944,0.40226,NA,NA,NA,NA,NA,NA,15.053
36732,0.14713,0.24268,0.28944,0.40226,NA,NA,NA,NA,NA,NA,15.053
36733,0.14713,0.24268,0.28944,0.40226,NA,NA,NA,NA,NA,NA,15.053
36734,0.14713,0.24503,0.29093,0.40226,NA,NA,NA,NA,NA,NA,15.053
36735,0.14713,0.24503,0.29093,0.40226,NA,NA,NA,NA,NA,NA,15.053
36736,0.14713,0.24503,0.29093,0.40226,NA,NA,NA,NA,NA,NA,15.053
36737,0.14713,0.2453,0.29231,0.40121,NA,NA,NA,NA,NA,NA,15.053
36738,0.14713,0.2453,0.29231,0.40121,NA,NA,NA,NA,NA,NA,15.053
36739,0.14713,0.2453,0.29231,0.40121,NA,NA,NA,NA,NA,NA,15.053
36740,0.14713,0.2453,0.29231,0.40121,NA,NA,NA,NA,NA,NA,15.053
36741,0.14713,0.24903,0.29872,0.41767,NA,NA,NA,NA,NA,NA,15.053
36742,0.14713,0.24903,0.29872,0.41767,NA,NA,NA,NA,NA,NA,15.053
36743,0.14713,0.24903,0.29872,0.41767,NA,NA,NA,NA,NA,NA,15.053
36744,0.14713,0.25314,0.30264,0.41767,NA,NA,NA,NA,NA,NA,15.053
36745,0.14713,0.25314,0.30264,0.41767,NA,NA,NA,NA,NA,NA,15.053
36746,0.14713,0.25314,0.30264,0.41767,NA,NA,NA,NA,NA,NA,15.053
36747,0.14713,0.25575,0.30513,0.42002,NA,NA,NA,NA,NA,NA,15.053
36748,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36749,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36750,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36751,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36752,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36753,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36754,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36755,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36756,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36757,0.14713,0.25579,0.30527,0.42002,NA,NA,NA,NA,NA,NA,15.053
36758,0.14713,0.25579,0.30812,0.44039,NA,NA,NA,NA,NA,NA,15.053
36759,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36760,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36761,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36762,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36763,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36764,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36765,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36766,0.14713,0.25636,0.30817,0.44039,NA,NA,NA,NA,NA,NA,15.053
36767,0.14713,0.25562,0.3071,0.44039,NA,NA,NA,NA,NA,NA,15.053
36768,0.14713,0.25562,0.3071,0.44039,NA,NA,NA,NA,NA,NA,15.053
36769,0.14713,0.25151,0.29712,0.39808,NA,NA,NA,NA,NA,NA,15.053
36770,0.14713,0.25151,0.29712,0.39808,NA,NA,NA,NA,NA,NA,15.053
36771,0.14713,0.25151,0.29712,0.39808,NA,NA,NA,NA,NA,NA,15.053
36772,0.14713,0.25151,0.29712,0.39808,NA,NA,NA,NA,NA,NA,15.053
36773,0.14713,0.25151,0.29748,0.39808,NA,NA,NA,NA,NA,NA,15.053
36774,0.14713,0.25263,0.29855,0.39808,NA,NA,NA,NA,NA,NA,15.053
36775,0.14713,0.25263,0.29855,0.39038,NA,NA,NA,NA,NA,NA,15.053
36776,0.14713,0.25263,0.29855,0.39038,NA,NA,NA,NA,NA,NA,15.053
36777,0.14713,0.25263,0.29855,0.39038,NA,NA,NA,NA,NA,NA,15.053
36778,0.14713,0.25263,0.29855,0.39038,NA,NA,NA,NA,NA,NA,15.053
36779,0.14713,0.25263,0.29855,0.39038,NA,NA,NA,NA,NA,NA,15.053
36780,0.14713,0.25547,0.30342,0.39038,NA,NA,NA,NA,NA,NA,15.053
36781,0.14713,0.25547,0.30342,0.39038,NA,NA,NA,NA,NA,NA,15.053
36782,0.14713,0.25547,0.30342,0.39038,NA,NA,NA,NA,NA,NA,15.053
36783,0.14713,0.25663,0.30533,0.39038,NA,NA,NA,NA,NA,NA,15.053
36784,0.14713,0.25663,0.30533,0.39038,NA,NA,NA,NA,NA,NA,15.053
36785,0.14713,0.25663,0.30533,0.39038,NA,NA,NA,NA,NA,NA,15.053
36786,0.14713,0.25665,0.30523,0.39038,NA,NA,NA,NA,NA,NA,15.053
36787,0.14713,0.24293,0.29591,0.38326,NA,NA,NA,NA,NA,NA,15.053
36788,0.14713,0.24293,0.29591,0.38326,NA,NA,NA,NA,NA,NA,15.053
36789,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36790,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36791,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36792,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36793,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36794,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36795,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36796,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36797,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36798,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36799,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36800,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36801,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36802,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36803,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36804,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36805,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36806,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36807,0.14713,0.24293,0.29591,0.39024,NA,NA,NA,NA,NA,NA,15.053
36808,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36809,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36810,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36811,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36812,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36813,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36814,0.14713,0.2351,0.29404,0.39024,NA,NA,NA,NA,NA,NA,15.053
36815,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36816,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36817,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36818,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36819,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36820,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36821,0.14713,0.23323,0.29136,0.3797,NA,NA,NA,NA,NA,NA,15.053
36822,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
36823,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
36824,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
36825,0.14713,0.23472,0.2967,0.38682,NA,NA,NA,NA,NA,NA,15.053
36826,0.14713,0.23472,0.2967,0.38682,NA,NA,NA,NA,NA,NA,15.053
36827,0.14713,0.23472,0.2967,0.38682,NA,NA,NA,NA,NA,NA,15.053
36828,0.14713,0.23472,0.2967,0.38682,NA,NA,NA,NA,NA,NA,15.053
36829,0.14713,0.23472,0.2967,0.38682,NA,NA,NA,NA,NA,NA,15.053
36830,0.14713,0.23472,0.2967,0.38682,NA,NA,NA,NA,NA,NA,15.053
36831,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
36832,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
36833,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
36834,0.14713,0.23472,0.29492,0.38682,NA,NA,NA,NA,NA,NA,15.053
